,unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
10,56762823,2023-02-09T16:47:00.000,2023-02-09T18:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10028,306 EAST   82 STREET,EAST   82 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-09T18:50:00.000,08 MANHATTAN,1015447502.0,MANHATTAN,997219.0,221667.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.77509150824827,-73.95317518000387,"
,  
(40.77509150824827, -73.95317518000387)"
11,56758534,2023-02-09T14:50:00.000,2023-02-09T17:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10465,3135 SPENCER DRIVE,SPENCER DRIVE,DWIGHT PL,ROBERTSON PL,,,ADDRESS,BRONX,,,Closed,,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-02-09T17:15:00.000,10 BRONX,2054110150.0,BRONX,1033096.0,246753.0,ONLINE,Unspecified,BRONX,,,,,,,,40.84382003421587,-73.8234582743368,"
,  
(40.84382003421587, -73.8234582743368)"
12,56764508,2023-02-09T13:08:00.000,2023-02-09T13:08:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11233,118 CHAUNCEY STREET,CHAUNCEY STREET,STUYVESANT AVE,MALCOLM X BLVD,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-02-09T13:08:00.000,03 BROOKLYN,3016910012.0,BROOKLYN,1003807.0,187167.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68038533846951,-73.92948935567884,"
,  
(40.68038533846951, -73.92948935567884)"
13,56741413,2023-02-07T18:11:00.000,2023-02-08T09:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11234,3718 AVENUE P,AVENUE P,E 37 ST,E 38 ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-02-08T09:00:00.000,18 BROOKLYN,3077100042.0,BROOKLYN,1001555.0,164028.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61687850569994,-73.93766805792421,"
,  
(40.61687850569994, -73.93766805792421)"
14,56747720,2023-02-07T16:23:00.000,2023-02-07T16:40:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11219,,,,,48 STREET,13 AVENUE,INTERSECTION,BROOKLYN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-02-07T16:40:00.000,12 BROOKLYN,,BROOKLYN,986598.0,170836.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.635581624381615,-73.99154022497738,"
,  
(40.635581624381615, -73.99154022497738)"
15,56742797,2023-02-07T07:56:00.000,2023-02-07T11:40:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11412,105-14 189 STREET,189 STREET,LUDLUM AVE,BRINKERHOFF AVE,,,ADDRESS,SAINT ALBANS,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-02-07T11:40:00.000,12 QUEENS,4103760025.0,QUEENS,1048615.0,196178.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.70490595713451,-73.7678533613046,"
,  
(40.70490595713451, -73.7678533613046)"
16,56746515,2023-02-07T07:02:00.000,2023-02-07T07:43:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11427,218-27 SPENCER AVENUE,SPENCER AVENUE,218 PL,219 ST,,,ADDRESS,QUEENS VILLAGE,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-02-07T07:43:00.000,13 QUEENS,4106920022.0,QUEENS,1054421.0,205293.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.72988020269869,-73.74681782810494,"
,  
(40.72988020269869, -73.74681782810494)"
17,56730224,2023-02-06T21:14:00.000,2023-02-07T09:55:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10469,2226 ESPLANADE,ESPLANADE,ASTOR AVE,LACONIA AVE,,,ADDRESS,BRONX,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-02-07T09:55:00.000,11 BRONX,2043650036.0,BRONX,1024222.0,252184.0,ONLINE,Unspecified,BRONX,,,,,,,,40.85877112728235,-73.85549869678195,"
,  
(40.85877112728235, -73.85549869678195)"
18,56739009,2023-02-06T17:38:00.000,2023-02-09T10:44:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10306,157 BADEN PLACE,BADEN PLACE,MAPLETON AVE,HEMPSTEAD AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-02-09T10:44:00.000,02 STATEN ISLAND,5038090037.0,STATEN ISLAND,958999.0,147964.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.57276700067013,-74.0908930711224,"
,  
(40.57276700067013, -74.0908930711224)"
19,56737637,2023-02-06T14:56:00.000,2023-02-06T18:05:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11234,1166 EAST   45 STREET,EAST   45 STREET,AVENUE H,AVENUE I,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-06T18:05:00.000,18 BROOKLYN,3077480047.0,BROOKLYN,1002804.0,169627.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63224405582806,-73.93315381992443,"
,  
(40.63224405582806, -73.93315381992443)"
20,56732832,2023-02-06T00:20:00.000,2023-02-06T08:35:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11364,,,,,58 AVENUE,207 STREET,INTERSECTION,QUEENS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-06T08:35:00.000,11 QUEENS,,QUEENS,1047848.0,211612.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74727393412521,-73.77047384551176,"
,  
(40.74727393412521, -73.77047384551176)"
21,56722797,2023-02-05T16:05:00.000,2023-02-06T09:35:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11691,615 LANETT AVENUE,LANETT AVENUE,BEACH 6 ST,BEACH 7 ST,,,ADDRESS,FAR ROCKAWAY,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-06T09:35:00.000,14 QUEENS,4155930013.0,QUEENS,1056087.0,157883.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.5997374908204,-73.74131197249837,"
,  
(40.599737490820395, -73.74131197249837)"
22,56725084,2023-02-05T10:59:00.000,2023-02-06T08:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11427,218-27 SPENCER AVENUE,SPENCER AVENUE,218 PL,219 ST,,,ADDRESS,QUEENS VILLAGE,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-06T08:50:00.000,13 QUEENS,4106920022.0,QUEENS,1054421.0,205293.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.72988020269869,-73.74681782810494,"
,  
(40.72988020269869, -73.74681782810494)"
23,56725165,2023-02-05T03:14:00.000,2023-02-05T03:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10029,2117 3 AVENUE,3 AVENUE,E 115 ST,E 116 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-05T03:50:00.000,11 MANHATTAN,1016650150.0,MANHATTAN,1000812.0,229909.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79770758865914,-73.9401822682408,"
,  
(40.79770758865914, -73.9401822682408)"
24,56708818,2023-02-03T13:59:00.000,2023-02-03T14:40:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11375,119-45 UNION TURNPIKE,UNION TURNPIKE,KEW FOREST LN,KEW GARDENS RD,,,ADDRESS,FOREST HILLS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-03T14:40:00.000,06 QUEENS,4033477501.0,QUEENS,1030726.0,199417.0,PHONE,Unspecified,QUEENS,,,,,,,,40.71390827080742,-73.83235145899292,"
,  
(40.71390827080742, -73.83235145899292)"
25,56708910,2023-02-03T12:35:00.000,2023-02-03T17:10:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11411,117-42 NASHVILLE BOULEVARD,NASHVILLE BOULEVARD,LINDEN BLVD,118 AVE,,,ADDRESS,CAMBRIA HEIGHTS,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-03T17:10:00.000,13 QUEENS,4126360030.0,QUEENS,1055007.0,192834.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69567869334222,-73.74483445360976,"
,  
(40.69567869334222, -73.74483445360976)"
26,56699001,2023-02-02T23:53:00.000,2023-02-12T09:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11217,59D ST MARKS PLACE,ST MARKS PLACE,3 AVE,4 AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-12T09:50:00.000,02 BROOKLYN,3003890043.0,BROOKLYN,989614.0,187787.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68210707675827,-73.98066018185389,"
,  
(40.68210707675827, -73.98066018185389)"
27,56696522,2023-02-02T11:29:00.000,2023-02-02T17:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11421,92-20 91 AVENUE,91 AVENUE,92 ST,WOODHAVEN BLVD,,,ADDRESS,WOODHAVEN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-02T17:30:00.000,09 QUEENS,4089860010.0,QUEENS,1025548.0,190531.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.689544003308775,-73.851084028681,"
,  
(40.689544003308775, -73.851084028681)"
28,56698924,2023-02-02T09:23:00.000,2023-02-02T11:55:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11208,327 AMBER STREET,AMBER STREET,LINDEN BLVD,LORING AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-02T11:55:00.000,05 BROOKLYN,3044970046.0,BROOKLYN,1023635.0,183218.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66948022171585,-73.85802481995705,"
,  
(40.66948022171585, -73.85802481995705)"
29,56692639,2023-02-02T00:08:00.000,2023-02-02T10:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11354,40-06 MAIN STREET,MAIN STREET,ROOSEVELT AVE,40 RD,,,ADDRESS,FLUSHING,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-02T10:30:00.000,07 QUEENS,4050360037.0,QUEENS,1031332.0,215978.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75936083227981,-73.83004959569593,"
,  
(40.75936083227981, -73.83004959569593)"
30,56685482,2023-02-01T16:23:00.000,2023-02-02T09:55:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11226,3005 BEVERLEY ROAD,BEVERLEY ROAD,NOSTRAND AVE,E 31 ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-02T09:55:00.000,17 BROOKLYN,3049150039.0,BROOKLYN,998461.0,174326.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64514983671815,-73.94879083920193,"
,  
(40.64514983671815, -73.94879083920193)"
31,56687904,2023-02-01T09:50:00.000,2023-02-01T11:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10305,58 HANCOCK STREET,HANCOCK STREET,CROMWELL AVE,GARRETSON AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-02-01T11:20:00.000,02 STATEN ISLAND,5033410001.0,STATEN ISLAND,957826.0,153878.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.58899633383492,-74.0951384993811,"
,  
(40.58899633383492, -74.0951384993811)"
32,56676779,2023-01-31T23:02:00.000,2023-02-01T10:25:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11422,143-08 CANEY LANE,CANEY LANE,WELLER AVE,CANEY RD,,,ADDRESS,ROSEDALE,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-01T10:25:00.000,13 QUEENS,4135790065.0,QUEENS,1057672.0,179759.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.65976922930292,-73.7353663709422,"
,  
(40.65976922930292, -73.7353663709422)"
33,56675505,2023-01-31T21:17:00.000,2023-02-01T12:05:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11216,750 PARK PLACE,PARK PLACE,ROGERS AVE,NOSTRAND AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-01T12:05:00.000,08 BROOKLYN,3012400010.0,BROOKLYN,997420.0,184669.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67354070054182,-73.95252186792678,"
,  
(40.67354070054182, -73.95252186792678)"
34,56674141,2023-01-31T17:23:00.000,2023-02-02T09:30:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11692,564 BEACH   69 STREET,BEACH   69 STREET,BURCHELL AVE,ALMEDA AVE,,,ADDRESS,ARVERNE,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-02T09:30:00.000,14 QUEENS,4160350046.0,QUEENS,1040210.0,156635.0,PHONE,Unspecified,QUEENS,,,,,,,,40.59642646615198,-73.79849581810336,"
,  
(40.59642646615198, -73.79849581810336)"
35,56677385,2023-01-31T11:02:00.000,2023-01-31T17:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11427,89-96 216 STREET,216 STREET,89 AVE,90 AVE,,,ADDRESS,QUEENS VILLAGE,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-01-31T17:20:00.000,13 QUEENS,4106590047.0,QUEENS,1054767.0,203477.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.72489299451345,-73.74558847134843,"
,  
(40.72489299451345, -73.74558847134843)"
36,56674925,2023-01-31T10:26:00.000,2023-01-31T16:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11420,113-06 111 AVENUE,111 AVENUE,113 ST,114 ST,,,ADDRESS,SOUTH OZONE PARK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-01-31T16:20:00.000,10 QUEENS,4116180003.0,QUEENS,1032465.0,186747.0,PHONE,Unspecified,QUEENS,,,,,,,,40.67912282896064,-73.82616923763001,"
,  
(40.67912282896064, -73.82616923763001)"
37,56667883,2023-01-30T20:44:00.000,2023-01-30T21:00:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11236,1022 EAST   99 STREET,EAST   99 STREET,AVENUE J,AVENUE K,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-01-30T21:00:00.000,18 BROOKLYN,3082250050.0,BROOKLYN,1012930.0,173391.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6425484286493,-73.89665598973606,"
,  
(40.6425484286493, -73.89665598973606)"
38,56660667,2023-01-30T16:53:00.000,2023-02-02T11:55:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11101,43-46 10 STREET,10 STREET,43 RD,44 AVE,,,ADDRESS,LONG ISLAND CITY,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-02-02T11:55:00.000,02 QUEENS,4004540039.0,QUEENS,998172.0,212942.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.751142184945735,-73.9497524262592,"
,  
(40.751142184945735, -73.9497524262592)"
39,56667989,2023-01-30T16:53:00.000,2023-01-30T17:45:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,10026,86 WEST  119 STREET,WEST  119 STREET,5 AVE,LENOX AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-01-30T17:45:00.000,10 MANHATTAN,1017170069.0,MANHATTAN,998676.0,232123.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.80378815765262,-73.94789219831925,"
,  
(40.80378815765262, -73.94789219831925)"
40,56664707,2023-01-30T16:35:00.000,2023-02-02T10:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11692,557 BEACH   63 STREET,BEACH   63 STREET,BURCHELL RD,ALMEDA AVE,,,ADDRESS,ARVERNE,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-02-02T10:15:00.000,14 QUEENS,4160300043.0,QUEENS,1041818.0,156751.0,PHONE,Unspecified,QUEENS,,,,,,,,40.596734563099744,-73.79270466645269,"
,  
(40.596734563099744, -73.79270466645269)"
41,56663351,2023-01-30T13:29:00.000,2023-01-30T17:45:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11210,2913 AVENUE L,AVENUE L,E 29 ST,NOSTRAND AVE,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-01-30T17:45:00.000,14 BROOKLYN,3076290001.0,BROOKLYN,999037.0,165863.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62191975826031,-73.94673377513836,"
,  
(40.62191975826031, -73.94673377513836)"
